Sentiments,Reviews,language
positive,today I received my parcel. the stuff is too soft to wear in summers print is capturing and the stitching is good. I appreciate the chat response.delivery was on time. I highly recommend this product. thanks afsarah collection thanks daraz.,en
positive,"Fast Delivery just receive items next day of my order palcement, safety and properly packed",en
positive,i tried many products but this one is really good I'm much happier,en
negative,very nice product.. best for cleaning the fans. only some energy is needed to use it otherwise its a good product..,en
positive,"It is same as shown in pics and works very well, it is a good quality product. Thankyou seller",en
positive,same as in picture,en
positive,Its covalety very good,en
positive,Yes very nice collection,en
negative,do not satisfied very very 💦 water base type like mashine oil no thikness no amla fragrance very disappointed 😔,en
negative,lights are good but remote control stopped working only after few days,en
positive,good product ,en
negative,how am I charge this watch? it does not have any 😟,en
negative,Not professional at all the smell is poor,en
negative,one of the three bottles was open and not fresh otherwise price and quality is good.,en
positive,Good and decent product. ,en
negative,This Is very Good  But Its Battery Timing Is Not Good 😐  ,en
negative,Product is perfect itself but not a good fit for me. I was expecting a little big frame. It fits tight and small size of shades creates discomfort. ,en
negative,"As you can see, this product failed. I would like to know how to get it fixed, and do not think I should have to buy another. If I do, it would not be from this vendor. Return window closed, but I still want if fixed.",en
positive,I've faced a minor sticking problem in led strips but I Fixed it with double tape .....no doubt it looks beautiful and I recommend this product to you ...bcz its quality of packaging is good and strips too,en
positive,"Got Myy chopstickss"" Oh God i was superr excited"" nd i trulyyy loved it"" quality is really good 💯💯❤️""",en
negative,"Apple Pencil dejo de funcionar, ya no conecta. Sólo aparecen esos avisos. Decepcionado estoy",en
negative,very bad product bad quality,en
negative,The sexual wellness product I ordered from Daraz was poorly designed and uncomfortable to use. The material used was cheap and caused irritation and discomfort. It was clear that the product lacked proper quality control and attention to user experience.,en
positive,"genuine product, good packing",en
positive,so nice shirt.,en
positive,and easy to use....I like it.,en
negative,"7/10 Well packaged, long expiry date! Good price, smells / taste legit, But i scanned the bar code mutiple times but no result was shown, also seal seems a bitt off!",en
negative,Highly unsatisfied by the product. Low quality stitching with different threads. Not as per picture. Didn’t fit on my wrist. Stitches even missed at few places. Norma thread was used to stitch the wilkro which got separated when I tried it to wrap it on the wrist. Poor quality of thumb elastics as threads are coming out. Processing for return.,en
negative,The prices are increased and the delivery was too late while my previous order was cancelled for no reason after 2 weeks. If you're in a hurry do not buy from them,en
positive,Good products.btrry time 2/3 hours,en
negative,I'm not satisfied your products.,en
positive,"Amazing product 100% original must recommended😍😍 and also receive with a small gift♥ 
Thanks for giving a gift of Gaming thumbs pack🤩",en
negative,"Thought I would save a few dollars over ordering direct from Apple, but the money I saved clearly was not worth it since this did not come with replacement nibs, but on Apple's website it says they come with 2 replacement nibs. If I want more nibs, I'll have to fork over $20 more.",en
positive,Working properly,en
positive,Delivery was on time. Paint quality is best. Very well packed. I really like it. This was my second order. I recommend to all . Thanks Snk Fitness,en
positive,Amazing product for the price. Very satisfied and would recommend to everyone,en
negative,very disappointing...it came broken and oil leaked everywhere...I would like a refund 😡😡😡,en
negative,not satisfied. no one is advised to buy this product. zero result.,en
positive,Satisfied. Nice product,en
negative,very poor experience they send wrong size.,en
positive,fresh and good for price,en
negative,2 out of 3 were broken out of the package.,en
negative,"The pencil stopped charging and stopped working right outside of the return window. If you must have it, get it from an actual apple store. Over $100 for a pen that doesn’t work more than 3 months is outrageous 😡",en
